violations,center_lat,center_lon,avg_vehicle_weight,avg_severity,avg_repeat,avg_criticality,compactness,density,density_norm,avg_vehicle_weight_norm,avg_severity_norm,avg_repeat_norm,avg_criticality_norm,PCRI
106,13.08423533490566,77.63675326698113,1.4056603773584906,3.7547169811320753,1.1132075471698113,1.2,0.001883932276043192,56265.292201814686,0.004734293866877238,0.10289921767142202,0.16753982469748782,0.017237347138773285,0.5052871467639015,12.897852452901912
483,12.989556180069998,77.5031629377842,1.4968944099378882,3.2132505175983437,1.1325051759834368,1.2,0.002873218276694244,168104.17917698596,0.022620079918295767,0.1260415088622936,0.11534915632169121,0.02066385121249195,0.5052871467639015,12.878573526154483
241,12.987122598519731,77.5195472514099,1.1825726141078838,2.966804979253112,1.3236514522821576,1.2,0.0007072306060518086,340765.79539650946,0.050232914867915084,0.04631110211517053,0.09159485530639042,0.054603953426048124,0.5052871467639015,12.683082161081638
63,12.985580118588937,77.47955323285714,1.8571428571428572,2.492063492063492,1.2698412698412698,1.2,0.0013049680945642938,48277.04237553379,0.003456776438168739,0.21742160278745648,0.045835649167481674,0.04504936974522514,0.5052871467639015,12.554071948134288
163,12.90376152455269,77.70395830532294,1.803680981595092,2.1901840490797544,1.2576687116564418,1.2,0.000838830773721771,194318.09741170146,0.02681232955343018,0.2038605416729014,0.01673820554112687,0.042887999526598025,0.5052871467639015,12.55373096464361
162,13.047264864814814,77.62832221790123,1.1604938271604939,3.037037037037037,1.8395061728395061,1.2,0.0027049417861808953,59890.38316004857,0.005314034984207004,0.040710629328515546,0.09836435680649999,0.1461995747590023,0.5052871467639015,12.536238623348533
396,12.888636831814813,77.56274012128885,1.3383838383838385,2.9166666666666665,1.196969696969697,1.2,0.0014719651922577353,269028.1007206466,0.03876029480259451,0.0858339492485834,0.0867621422551634,0.03211022868731303,0.5052871467639015,12.440323033691044
200,12.894629782500001,77.599067759,1.455,3.095,1.12,1.2,0.0012852332282185753,155613.77935833033,0.02062255808223934,0.11541463414634151,0.10395126935198976,0.018443421082777772,0.5052871467639015,12.387992949813484
57,13.004492780701755,77.7110411385965,1.7719298245614035,2.7017543859649122,1.1929824561403508,1.2,0.001643207146557464,34688.261987793565,0.0012835965605042634,0.19580658964484382,0.06604725716553009,0.031402250672158905,0.5052871467639015,12.353310829141813
88,13.020854890399692,77.6566916870206,1.9659090909090908,2.4431818181818183,1.0795454545454546,1.2,0.0022109504517853033,39801.88697984686,0.0021013908450213904,0.2450110864745011,0.04112406054098988,0.011260276141023984,0.5052871467639015,12.319407531086945
